2024-07-15 18:07:03.413007 | epoch  1 | step  230 | lr 1.0000E-04 | Train Loss 0.10268 | Train Acc 1.00000 
2024-07-15 18:07:04.534139 | epoch  1 | step  240 | lr 1.0000E-04 | Train Loss 0.10478 | Train Acc 1.00000 
2024-07-15 18:07:05.581185 | epoch  1 | step  250 | lr 1.0000E-04 | Train Loss 0.28604 | Train Acc 0.83333 
2024-07-15 18:07:06.820828 | epoch  1 | step  260 | lr 1.0000E-04 | Train Loss 0.21086 | Train Acc 1.00000 
2024-07-15 18:07:07.892090 | epoch  1 | step  270 | lr 1.0000E-04 | Train Loss 0.31454 | Train Acc 0.83333 
2024-07-15 18:07:08.928332 | epoch  1 | step  280 | lr 1.0000E-04 | Train Loss 0.21207 | Train Acc 1.00000 
2024-07-15 18:07:10.025777 | epoch  1 | step  290 | lr 1.0000E-04 | Train Loss 0.37513 | Train Acc 0.66667 
2024-07-15 18:07:11.178919 | epoch  1 | step  300 | lr 1.0000E-04 | Train Loss 0.14289 | Train Acc 0.83333 
2024-07-15 18:07:12.230190 | epoch  1 | step  310 | lr 1.0000E-04 | Train Loss 0.31542 | Train Acc 0.83333 
2024-07-15 18:07:13.389271 | epoch  1 | step  320 | lr 1.0000E-04 | Train Loss 1.09397 | Train Acc 0.66667 
2024-07-15 18:07:14.384750 | epoch  1 | step  330 | lr 1.0000E-04 | Train Loss 0.49409 | Train Acc 0.66667 
2024-07-15 18:07:14.833895 Phase:train, Avg Loss:0.4296439290046692
2024-07-15 18:07:15.443302 | epoch  1 | step  334 | lr 1.0000E-04 | Val Loss 0.39927 | Val Acc 0.83333 
2024-07-15 18:07:15.534710 | epoch  1 | step  335 | lr 1.0000E-04 | Val Loss 0.26598 | Val Acc 0.83333 
2024-07-15 18:07:15.617694 | epoch  1 | step  336 | lr 1.0000E-04 | Val Loss 0.23660 | Val Acc 1.00000 
2024-07-15 18:07:15.677131 | epoch  1 | step  337 | lr 1.0000E-04 | Val Loss 0.47279 | Val Acc 0.83333 
2024-07-15 18:07:15.734179 | epoch  1 | step  338 | lr 1.0000E-04 | Val Loss 0.09445 | Val Acc 1.00000 
2024-07-15 18:07:15.815452 | epoch  1 | step  339 | lr 1.0000E-04 | Val Loss 0.42430 | Val Acc 0.66667 
2024-07-15 18:07:15.882450 | epoch  1 | step  340 | lr 1.0000E-04 | Val Loss 0.45173 | Val Acc 0.66667 
2024-07-15 18:07:16.023586 | epoch  1 | step  341 | lr 1.0000E-04 | Val Loss 0.56716 | Val Acc 0.83333 
2024-07-15 18:07:16.128793 | epoch  1 | step  342 | lr 1.0000E-04 | Val Loss 0.33366 | Val Acc 0.83333 
2024-07-15 18:07:17.206148 | epoch  1 | step  343 | lr 1.0000E-04 | Val Loss 0.45404 | Val Acc 0.66667 
2024-07-15 18:07:17.373580 | epoch  1 | step  344 | lr 1.0000E-04 | Val Loss 0.39770 | Val Acc 0.83333 
2024-07-15 18:07:17.427084 | epoch  1 | step  345 | lr 1.0000E-04 | Val Loss 0.54488 | Val Acc 0.83333 
2024-07-15 18:07:17.501309 | epoch  1 | step  346 | lr 1.0000E-04 | Val Loss 0.19058 | Val Acc 1.00000 
2024-07-15 18:07:17.581490 | epoch  1 | step  347 | lr 1.0000E-04 | Val Loss 0.13377 | Val Acc 1.00000 
2024-07-15 18:07:17.647534 | epoch  1 | step  348 | lr 1.0000E-04 | Val Loss 0.47944 | Val Acc 0.83333 
2024-07-15 18:07:17.708086 | epoch  1 | step  349 | lr 1.0000E-04 | Val Loss 0.08964 | Val Acc 1.00000 
2024-07-15 18:07:17.772660 | epoch  1 | step  350 | lr 1.0000E-04 | Val Loss 0.62536 | Val Acc 0.83333 
2024-07-15 18:07:17.856295 | epoch  1 | step  351 | lr 1.0000E-04 | Val Loss 0.19116 | Val Acc 0.83333 
2024-07-15 18:07:17.949048 | epoch  1 | step  352 | lr 1.0000E-04 | Val Loss 0.19646 | Val Acc 1.00000 
2024-07-15 18:07:17.994136 | epoch  1 | step  353 | lr 1.0000E-04 | Val Loss 0.25966 | Val Acc 0.83333 
2024-07-15 18:07:18.059262 | epoch  1 | step  354 | lr 1.0000E-04 | Val Loss 0.18338 | Val Acc 1.00000 
2024-07-15 18:07:18.120486 | epoch  1 | step  355 | lr 1.0000E-04 | Val Loss 0.37728 | Val Acc 0.83333 
2024-07-15 18:07:18.213640 | epoch  1 | step  356 | lr 1.0000E-04 | Val Loss 0.13681 | Val Acc 1.00000 
2024-07-15 18:07:18.326283 | epoch  1 | step  357 | lr 1.0000E-04 | Val Loss 0.31222 | Val Acc 0.83333 
2024-07-15 18:07:18.410184 | epoch  1 | step  358 | lr 1.0000E-04 | Val Loss 0.19782 | Val Acc 1.00000 
2024-07-15 18:07:18.518132 | epoch  1 | step  359 | lr 1.0000E-04 | Val Loss 0.23909 | Val Acc 0.83333 
2024-07-15 18:07:18.641609 | epoch  1 | step  360 | lr 1.0000E-04 | Val Loss 0.66442 | Val Acc 0.83333 
2024-07-15 18:07:18.719504 | epoch  1 | step  361 | lr 1.0000E-04 | Val Loss 0.37301 | Val Acc 0.83333 
2024-07-15 18:07:18.792168 | epoch  1 | step  362 | lr 1.0000E-04 | Val Loss 0.53811 | Val Acc 0.83333 
2024-07-15 18:07:18.866139 | epoch  1 | step  363 | lr 1.0000E-04 | Val Loss 0.20425 | Val Acc 1.00000 
2024-07-15 18:07:18.995750 | epoch  1 | step  364 | lr 1.0000E-04 | Val Loss 0.37642 | Val Acc 0.66667 
2024-07-15 18:07:19.672377 | epoch  1 | step  365 | lr 1.0000E-04 | Val Loss 0.35285 | Val Acc 1.00000 
2024-07-15 18:07:20.388234 | epoch  1 | step  366 | lr 1.0000E-04 | Val Loss 0.20893 | Val Acc 0.83333 
2024-07-15 18:07:20.496369 | epoch  1 | step  367 | lr 1.0000E-04 | Val Loss 0.03534 | Val Acc 1.00000 
2024-07-15 18:07:20.572338 Phase:val, Avg Loss:0.3237806260585785
2024-07-15 18:07:21.287834 | epoch  2 | step  370 | lr 1.0000E-04 | Train Loss 0.44274 | Train Acc 0.66667 
2024-07-15 18:07:22.410305 | epoch  2 | step  380 | lr 1.0000E-04 | Train Loss 0.59187 | Train Acc 0.66667 
2024-07-15 18:07:23.525864 | epoch  2 | step  390 | lr 1.0000E-04 | Train Loss 0.74779 | Train Acc 0.66667 
2024-07-15 18:07:24.546101 | epoch  2 | step  400 | lr 1.0000E-04 | Train Loss 0.13462 | Train Acc 1.00000 
2024-07-15 18:07:25.671592 | epoch  2 | step  410 | lr 1.0000E-04 | Train Loss 0.48420 | Train Acc 0.66667 
2024-07-15 18:07:26.801480 | epoch  2 | step  420 | lr 1.0000E-04 | Train Loss 0.06928 | Train Acc 1.00000 
2024-07-15 18:07:27.932399 | epoch  2 | step  430 | lr 1.0000E-04 | Train Loss 0.21464 | Train Acc 0.83333 
2024-07-15 18:07:29.078399 | epoch  2 | step  440 | lr 1.0000E-04 | Train Loss 0.06059 | Train Acc 1.00000 
2024-07-15 18:07:30.222151 | epoch  2 | step  450 | lr 1.0000E-04 | Train Loss 0.09427 | Train Acc 1.00000 
2024-07-15 18:07:31.143660 | epoch  2 | step  460 | lr 1.0000E-04 | Train Loss 0.06869 | Train Acc 1.00000 
2024-07-15 18:07:32.547815 | epoch  2 | step  470 | lr 1.0000E-04 | Train Loss 0.33593 | Train Acc 0.83333 
2024-07-15 18:07:33.818115 | epoch  2 | step  480 | lr 1.0000E-04 | Train Loss 0.06282 | Train Acc 1.00000 
2024-07-15 18:07:34.901609 | epoch  2 | step  490 | lr 1.0000E-04 | Train Loss 0.24664 | Train Acc 1.00000 
2024-07-15 18:07:35.879224 | epoch  2 | step  500 | lr 1.0000E-04 | Train Loss 0.21138 | Train Acc 1.00000 
2024-07-15 18:07:37.119991 | epoch  2 | step  510 | lr 1.0000E-04 | Train Loss 0.22830 | Train Acc 0.83333 
2024-07-15 18:07:38.075257 | epoch  2 | step  520 | lr 1.0000E-04 | Train Loss 0.14306 | Train Acc 1.00000 
2024-07-15 18:07:39.289173 | epoch  2 | step  530 | lr 1.0000E-04 | Train Loss 0.13019 | Train Acc 1.00000 
2024-07-15 18:07:40.300458 | epoch  2 | step  540 | lr 1.0000E-04 | Train Loss 0.05425 | Train Acc 1.00000 
2024-07-15 18:07:41.403223 | epoch  2 | step  550 | lr 1.0000E-04 | Train Loss 0.07433 | Train Acc 1.00000 
2024-07-15 18:07:42.418527 | epoch  2 | step  560 | lr 1.0000E-04 | Train Loss 0.34281 | Train Acc 0.83333 
2024-07-15 18:07:43.450195 | epoch  2 | step  570 | lr 1.0000E-04 | Train Loss 0.27211 | Train Acc 0.83333 
2024-07-15 18:07:44.724622 | epoch  2 | step  580 | lr 1.0000E-04 | Train Loss 0.04800 | Train Acc 1.00000 
2024-07-15 18:07:45.948573 | epoch  2 | step  590 | lr 1.0000E-04 | Train Loss 0.04206 | Train Acc 1.00000 
2024-07-15 18:07:47.020774 | epoch  2 | step  600 | lr 1.0000E-04 | Train Loss 0.29638 | Train Acc 0.83333 
2024-07-15 18:07:48.223440 | epoch  2 | step  610 | lr 1.0000E-04 | Train Loss 0.01906 | Train Acc 1.00000 
2024-07-15 18:07:49.275029 | epoch  2 | step  620 | lr 1.0000E-04 | Train Loss 0.44023 | Train Acc 0.83333 
2024-07-15 18:07:50.485345 | epoch  2 | step  630 | lr 1.0000E-04 | Train Loss 0.21502 | Train Acc 0.83333 
2024-07-15 18:07:51.697476 | epoch  2 | step  640 | lr 1.0000E-04 | Train Loss 0.07445 | Train Acc 1.00000 
2024-07-15 18:07:52.851968 | epoch  2 | step  650 | lr 1.0000E-04 | Train Loss 0.05356 | Train Acc 1.00000 
2024-07-15 18:07:53.778639 | epoch  2 | step  660 | lr 1.0000E-04 | Train Loss 0.64391 | Train Acc 0.83333 
2024-07-15 18:07:54.859426 | epoch  2 | step  670 | lr 1.0000E-04 | Train Loss 0.02415 | Train Acc 1.00000 
2024-07-15 18:07:55.951706 | epoch  2 | step  680 | lr 1.0000E-04 | Train Loss 0.28956 | Train Acc 0.83333 
2024-07-15 18:07:57.284607 | epoch  2 | step  690 | lr 1.0000E-04 | Train Loss 0.10349 | Train Acc 1.00000 
2024-07-15 18:07:58.409387 | epoch  2 | step  700 | lr 1.0000E-04 | Train Loss 0.04488 | Train Acc 1.00000 
2024-07-15 18:07:58.638789 Phase:train, Avg Loss:0.2426534742116928
2024-07-15 18:07:59.615833 | epoch  2 | step  702 | lr 1.0000E-04 | Val Loss 0.13452 | Val Acc 1.00000 
2024-07-15 18:07:59.723419 | epoch  2 | step  703 | lr 1.0000E-04 | Val Loss 0.08285 | Val Acc 1.00000 
2024-07-15 18:07:59.801865 | epoch  2 | step  704 | lr 1.0000E-04 | Val Loss 0.05116 | Val Acc 1.00000 
2024-07-15 18:08:00.285651 | epoch  2 | step  705 | lr 1.0000E-04 | Val Loss 0.23349 | Val Acc 0.83333 
2024-07-15 18:08:00.930154 | epoch  2 | step  706 | lr 1.0000E-04 | Val Loss 0.02614 | Val Acc 1.00000 
2024-07-15 18:08:01.066222 | epoch  2 | step  707 | lr 1.0000E-04 | Val Loss 0.59536 | Val Acc 0.66667 
2024-07-15 18:08:01.145355 | epoch  2 | step  708 | lr 1.0000E-04 | Val Loss 0.08892 | Val Acc 1.00000 
2024-07-15 18:08:01.228327 | epoch  2 | step  709 | lr 1.0000E-04 | Val Loss 0.29157 | Val Acc 0.83333 
2024-07-15 18:08:01.296914 | epoch  2 | step  710 | lr 1.0000E-04 | Val Loss 0.05555 | Val Acc 1.00000 
2024-07-15 18:08:01.367220 | epoch  2 | step  711 | lr 1.0000E-04 | Val Loss 0.32740 | Val Acc 0.83333 
2024-07-15 18:08:01.444708 | epoch  2 | step  712 | lr 1.0000E-04 | Val Loss 0.44580 | Val Acc 0.83333 
